number_of_cpus	wall_clock_time	processors_per_node	cores_per_processor	number_of_nodes	cpu_interconnects	processor	ram_per_cpu	ram_bus_speed	computer_system	operating_system	vendor	mpi_library	shared_or_dedicated	code_version	code_version_number	problem_name	precision	smp_mpp	location	submitted_by	submitted_by_org	date_submitted
16	1001	2	4	2	Mellanox InfiniBand ConnectX DDR, OFED 1.2	Barcelona 2.0GHz	1	0	Mellanox Cluster Center - Vulcan cluster	RHEL4	AMD	Scali MPI Connect5.5	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Mellanox Santa Clara CA	Hakon Bugge	Scali, Inc.	2007-09-10
16	1001	2	2	4	Voltaire Infiniband DDR	Intel Xeon 5160 DC 3.0GHz (Woodcrest)	4	1333	Altix XE1200/Windows CCS	Windows CCS (Server 2003 Std x64 SP2 v5.2.3790)	SGI	MSMPI 1.0.0676.0	s	LS-DYNA	971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Joseph Michaud	Applications Engineering	2008-04-02
8	1016	2	4	1	Gigabit Ethernet	Intel Xeon W5580 3.2GHz	2	1333	Z800	CentOS 5.4	HP	openmpi-1.4.1	d	LS-DYNA	mpp971_s_R4.2.1	neon_refined_revised	s	m	Contern, Luxembourg	Edmund Marx	IEE S.A.	2010-03-04
16	1018	2	1	8	Myrinet	AMD Opteron 2.4GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	neon_refined	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-07-28
128	1020	2	8	8	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Intel MPI 4.0.3.008	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2012-07-04
8	1034	4	2	1	socket F	AMD Opteron DualCore 8218 2,6GHz	2	667	4 Opteron DualCore CETMA	win 64	workstation E8046		d	ANSYS, Inc.	Ansys 11	Parallel_Implicit	s	s	Lecce - Italy	Modelling and Simulation Area	CETMA Consortium	2008-04-29
16	1039	1	2	8	Gigabit Ethernet	Intel Core 2 duo E6850 3.0GHz	3072	800	Lattice	Centos Linux 5.0	Self built	HP-MPI 2.02.05.01	d	LS-DYNA	ls971.7600.1224	neon_refined_revised	s	m	Materials Engineering Laboratory, University of Ou	David Martin	University of Oulu	2008-03-20
32	1041	2	1	16		1.5 GHz Itanium2 RX2600	0	0	HP-UX Itanium2 Cluster / GigE	HP-UX 11.23	HP			LS-DYNA	MPP 970.3858	neon_refined			HP, Richardson, Texas	Yih-Yih Lin		2003-11-12
512	1070	256	2	1	NUMAlink	Intel Itanium DC Montvale 1.669Ghz	2	666	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP3	SGI	SGI MPT 1.17	s	LS-DYNA	971R2.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-03-08
168	1071	2	6	14	Mellanox ConnectX IB QDR	Intel® Xeon® Six Core X5670	3	1333	Dell PowerEdge M610	CentOS 5.4	Dell	Open MPI	d	LS-DYNA	mpp971sR4.2.1	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2010-06-15
16	1090	2	2	4	Gigabit Ethernet	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	neon_refined	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
8	1091	2	2	2	Mellanox InfiniHost III Lx HCA DDR Fabric OFED v1.3	 Intel Xeon X5272 DC 3.4Ghz, 1600MHz FSB, 800MHz D	4	1600	Altix XE1300 XE250/XE320	SUSE Linux Enterprise Server 10, SGI ProPack 5SP5	SGI	SGI MPT 1.20	s	LS-DYNA	  ls971.R3.1	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-06-30
16	1101	2	1	8	Infiniband TopSpin	1.5GHz Itanium2 rx2600	6	8	Itanium2 CP6000	HP-UX 11.23	HP	HP-MPI	d	LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2004-12-13
8	1127	2	1	4	Infiniband SDR	Intel Xeon 5160 3.0GHz	4	0	LS-P	SLES9	Linux Networx	MPI Connect 5.4	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Oslo, Norway	Hakon Bugge	Scali, Inc.	2007-03-21
32	1141	2	1	16	Gigabit Ethernet	AMD Opteron, 2.0 GHz	6	0	e325 cluster	SuSE SLES-8	IBM		d	LS-DYNA	mpp970_5434	neon_refined	s	m	Poughkeepsie, New York, USA	Guangye Li		2004-10-15
64	1150	1	1	64	3D SCI	Intel Dual Xeon 2.8GHz	2	0	Linux Cluster	Linux RedHat80	Self-made (SKIF program)		d	LS-DYNA	970.3858	neon_refined	s	m	United Institute of Informatics Problems, Minsk	Oleg Tchij	United Institute of Informatics Problems, Minsk	2004-04-07
8	1155	2	2	2	InfiniBand Topspin 270 SDR	Intel Xeon X5272 3.40GHz DL160	2	1600	CP3000	Red Hat EL 4.6	HP	HP-MPI	s	LS-DYNA	ls971R3.1	neon_refined_revised	s	m	Scalable Computing & Infrastructure	Yih-Yih Lin	HP	2008-08-05
256	1157	2	4	32		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
32	1161	2	1	16	Myrinet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
128	1163	2	4	16	IB	Intel® Xeon® Quad Core X5560	2	1067	Supermicro Board X8DTN qual	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-27
16	1167	1	2	8	Gigabit Ethernet	Dual-core Intel® Core?2 Duo 2.66GHz	8192	533	HPC6000-XC832C	Windows Compute Cluster Server 2003	HPC Systems Inc.	MSMPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	TIME24Building 10FNorth 2-45 Aomi, Kotou-ku, Tokyo	Morihisa Uchida	HPC Systems Inc.	2007-10-30
256	1184	128	2	1	NUMAlink	Intel Itanium DC Montvale 1.669Ghz	2	666	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP3	SGI	SGI MPT 1.17	s	LS-DYNA	971R2.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-03-08
16	1185	2	1	8	InfiniBand Voltaire	AMD Opteron 2.2GHz DL145	8	0	Opteron CP4000/InfiniBand Voltaire	Red Hat 3.0	HP	HP-MPI		LS-DYNA	970.5434	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2005-01-10
96	1189	2	8	6	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-09
16	1198	2	1	8		1.5 GHz Itanium2 RX2600	6132	8500	Itanium2 Cluster	HP-UX 11.23	HP		d	LS-DYNA	970.3858	neon_refined	s	m	HP, Richardson, Texas	Yih-Yih Lin		2004-03-05
2000	1207	2	10	100	IB FDR	Intel® Xeon® E5-2690 v2 @3.00GHz Turbo Enabled	3	1866	SGI® ICE-X	SLES11 SP2	SGI®	SGI® MPI 2.09-p11049	s	LS-DYNA	ls971.R3.2.1	car2car	s	m	USA	Olivier Schreiber	HPC Applications Support	2014-02-26
4	1207	2	2	1	1Ghz	AMD Opteron 2216 DualCore 2,4Ghz	2	667	XW 9400 CETMA	Win Xp 64	Hp		d		Ansys 11	Parallel_Implicit	s	s	Lecce, Italy	Modelling and Simulation Area	Cetma Consortium	2008-04-30
4000	1222	2	10	200	Aries Interconnect	Intel Xeon E5-2690 v2 3.0 GHZ	8	1600	CRAY XC30	CRAY CLE 5.1	CRAY Inc.	CRAY MPI/6.0.2	s	LS-DYNA	ls971.R6.1.1	car2car	s	m	US	Ting-Ting Zhu	Cray Inc.	2013-10-16
16	1224	2	1	8	Myrinet	AMD Opteron, 2.0 GHz	6	0	e325 cluster	SuSE SLES-8	IBM		d	LS-DYNA	mpp970_5434	neon_refined	s	m	Poughkeepsie, New York, USA	Guangye Li		2004-10-15
256	1260	128	2	1	NUMAlink	Intel Itanium 2 1600MHz Montecito	2	531	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP1	SGI	sgi-mpt-1.15-sgi501r	d	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
16	1267	1	1	16	InfiniCon Infiniband	2 GHz Opteron	2	0	Opteron Cluster	SuSE SLES8 SP3 w MPI/Pro	Appro, Rackable, and Verari		d	LS-DYNA	970.5455	neon_refined	s	s	AMD Developer Center	Steven Lyness		2004-06-18
8	1283	1	1	8	Infiniband (Topspin)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	neon_refined	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-04-21
8	1290	2	1	4	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
96	1299	2	6	8	Mellanox® Technologies ConnectX-2® IB QDR	Intel® Xeon® Hexa Core X5690 3.47GHz	2	1333	Altix ICE 8400EX?	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
8	1321	1	1	8	Infiniband (Voltaire)	AMD Opteron 156 3.0 GHz	4	0	Sun Fire X2100	64-bit SUSE SLES 9 SP 3	Sun Microsystems	MVAPICH	d	LS-DYNA	mpp970_s_6763	neon_refined	s	m	Menlo Park CA	Mike Burke	Sun Microsystems	2006-10-08
96	1326	2	6	8	Mellanox® Technologies ConnectX-2® IB QDR	 Intel® Xeon® Six Core X5680 3.33GHz	2	1333	Altix ICE 8400	SUSE® Linux® Enterprise Server 11, SGI® ProPack	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2.1	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-11-10
96	1335	2	6	8	Mellanox® Technologies ConnectX-2® IB QDR MT26428	Intel® Xeon® Hexa Core X5675 3.07GHz	4	1333	Rackable? C2112-4TY14	SUSE® Linux® Enterprise Server 11 SP1	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Falls, WI	Olivier Schreiber	Applications Engineering	2011-09-25
80	1338	2	10	4	Mellanox Technologies Connect-IB FDR InfiniBand	Intel Xeon E5-2680 V2 @2.80GHz	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 9.1	d	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2014-02-13
96	1360	2	6	8	Mellanox® Technologies MT26428 ConnectX® IB QDR	Intel® Xeon® Six Core X5670 2.93GHz	2	1333	Altix XE1300	SUSE® Linux® Enterprise Server 11, SGI® ProPack(TM	SGI	SGI MPT 2.01	s	LS-DYNA	971_s_R3.2	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2010-08-05
96	1371	2	6	8	Mellanox ConnectX IB QDR	Intel® Xeon® Six Core X5670	3	1333	Dell PowerEdge M610	CentOS 5.4	Dell	Open MPI	d	LS-DYNA	mpp971sR4.2.1	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2010-06-15
512	1373	1	2	256	Seastar 2	AMD Dual Core Opteron 2.8 GHZ	8	0	CRAY XT4	CNL	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2007-06-27
16	1377	2	2	4	Voltaire InfiniBand SDR	AMD Dualcore Opteron 2.2 GHz DL145	2	0	CP4000/Windows CCS	Microsoft Windows Compute Cluster Server 2003	HP	HP-MPI	d	LS-DYNA	970.6763	neon_refined	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-18
8	1410	1	2	4	Gigabit Ethernet	Intel Xeon 3110 3.0GHz	8	1333	BoxClusterML-DYNA	CentOS 4.6	BoxCluster (HPC Systems Inc.)	HP-MPI	d	LS-DYNA	971.R3.1	neon_refined_revised	s	m	Taipei, Taiwan	Akira Sano	BoxCluster (HPC Systems Inc.)	2008-05-09
16	1418	4	1	4		POWER4+, 1.7 GHz	0	0	IBM p655	AIX 5.1	IBM			LS-DYNA	mpp970_3858	neon_refined			Poughkeepsie, New York, USA	Guangye Li		2003-11-13
32	1422	2	1	16	Gigabit Ethernet	Intel Dual Xeon 3.066 GHz	2	0	IBM x335	Red Hat EL 3.0 WS	IBM		d	LS-DYNA	mpp970_3858	neon_refined	s	m	Poughkeepsie, NY, USA	Guangye Li		2004-03-10
4	1423	1	4	1		Intel i7 920	3	1600	CA9212i	Cent OS 5.1	ARD		s	LS-DYNA	ls971.7600	neon_refined	s	s	Nagoya,Japan	Takuya Ichikawa	ARD	2009-02-09
8	1436	2	2	2	Voltaire IB 410 HCA PCIe card with firmware v1.2.0 Voltaire ISR9024 SDR 24 port IB switch	Intel 5160 Woodcrest DC 3.0GHz	2	0	Altix XE1200 Compute Cluster	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel MPI Runtime v2	d	LS-DYNA	ls970.6763	neon_refined	s	m	Chippewa Falls, WI	Scott Shaw	Application Engineering	2007-02-06
8	1442	1	2	4	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
8	1442	1	2	4	Infiniband	Intel® Core 2 Extreme  X6800	2	667	S3000PAL	Redhat EL4 update 2	Intel	Intel MPI 3.0.043	s	LS-DYNA	mpp971.7600	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel	2007-10-24
64	1456	2	8	4	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Intel MPI 4.0.3.008	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2012-07-04
8	1462	2	4	1	Mellanox ConnectX IB HCA DDR Fabric OFED v1.3	Intel Xeon E5472 3.00GHz	2	1600	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 5SP4	SGI	SGI MPT 1.20	s	LS-DYNA	ls971.R3.1	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-04-07
32	1469	32	1	1		Power 4 1.3 GHz	0	0	IBM P690	AIX 5	IBM		s	LS-DYNA	LS970-3858	neon_refined	s	m	Oak Ridge, TN	Gustavo A Aramayo	Oak Ridge National Laboratory	2005-11-11
2000	1476	2	10	100	Aries Interconnect	Intel Xeon E5-2690 v2 3.0 GHZ	8	1600	CRAY XC30	CRAY CLE 5.1	CRAY Inc.	CRAY MPI/6.0.2	s	LS-DYNA	ls971.R6.1.1	car2car	s	m	US	Ting-Ting Zhu	Cray Inc.	2013-10-15
8	1477	2	1	4	PathScale InfiniPath/Silverstorm IB switch	AMD Opteron 2.6 GHz	2	0	Microway Navion	Fedora Core 3	PathScale	PathScale MPI	d	LS-DYNA	ls970.5434a	neon_refined	s	m	PathScale Customer Benchmark Center	Kevin Ball	PathScale, Inc.	2005-09-16
64	1478	2	4	8	Mellanox® Technologies ConnectX-2® IB QDR MT26428	Intel® Xeon® Quad Core X5687 3.60GHz	6	1333	Rackable? C2005-TY3	SUSE® Linux® Enterprise Server 11 SP1, SGI® Perfor	SGI	SGI MPT 2.03	s	LS-DYNA	ls971.R3.2.1	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2011-08-23
8	1483	2	4	1	bus	Intel® Xeon® Quad Core X5482	2	1600	Intel  Stoakley server	Redhat5U3	Intel	MPI 3.2.0.011	d	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	SSG/ASE	2009-03-11
8	1483	2	4	1	bus	Intel® Xeon® Quad Core X5482	2	1600	Intel  Stoakley server	Redhat5U3	Intel	Intel MPI 3.2.011	d	LS-DYNA	mpp971.s.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	SSG	2009-03-16
8	1486	2	1	4	Topspin InfiniBand	AMD Opteron 2.6 GHz DL145	4	0	Opteron CP4000	Red Hat 3.0	HP	HP-MPI	d	LS-DYNA	970.5434a	neon_refined	s	m	High Performance Technical Computing Division	Yih-Yih Lin	HP	2005-08-25
8	1492	2	2	2	Voltaire HCA 410Ex InfiniHost III Lx SDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	ScaliMPIConnect5.4.1	s	LS-DYNA	ls971.7600	neon_refined_revised	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-06-23
8	1499	2	2	2	Infiniband SDR	Intel Xeon 5160 3.0GHz	4	0	LS-P	SLES9	Linux Networx	MPI Connect 5.4	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Oslo, Norway	Hakon Bugge	Scali, Inc.	2007-03-21
96	1509	2	6	8	QDR IB	Intel® Xeon® Six Core X5670	2	1333	Intel SR1600UR system	Redhat5U3	Intel	Intel MPI 3.2.1	s	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Dupont, WA	Nick Meng	Intel/SSG	2010-03-28
8	1520	2	4	1	Voltaire ConnectX IB Gen2 HCA DDR Fabric OFED v1.3	Intel Xeon E5462 2.80GHz	2	800	Bull Novascale R422-E1	Linux Bull Advanced Server 5v1.1	BULL	hpmpi	s	LS-DYNA	mpp971.R3.2	neon_refined_revised	s	m	France	Patrice Calegari	BULL	2008-12-12
8	1528	2	2	2	ConnectX	Intel Dualcore Xeon 3.0 GHz BL460c	2	0	CP3000	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.1116	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-08-23
64	1534	2	8	4	IB FDR	Intel® Xeon® E5-2680 @2.70GHz	2	1600	Sandy Bridge-EP system	RHEL 6.1	Intel	Intel MPI 4.0.3.008	d	LS-DYNA	mpp971.s.R321	3 Vehicle Collision	s	m	Swindon, UK	Nick Meng	Intel/SSG	2012-07-19
16	1534	2	1	8		1.5 GHz Itanium2 RX2600	0	0	HP-UX Itanium2 Cluster / GigE	HP-UX 11.23	HP			LS-DYNA	MPP 970.3858	neon_refined			HP, Richardson, Texas	Yih-Yih Lin		2003-11-12
8	1536	2	2	2	InfiniBand OFED	Intel Xeon 5160 3.0 GHz BL460c	2	1333	CP3000/Linux	Red Hat EL 4.4	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-05-23
8	1539	2	2	2	Voltaire InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Windows CCS	Microsoft Windows Compute Cluster Server 2003	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-31
8	1542	2	2	2	InfiniBand	Intel Xeon 5160	0	0	HS21XM BladeCenter	RHEL 4.0 UPDATE 4	IBM	Intel MPI	d	LS-DYNA	971_7600.2.1116	neon_refined_revised	s	m	Poughkeepsie	Guangye Li	IBM	2007-09-20
8	1548	2	2	2	Infiniband	Intel® Xeon® Dual Core 5160 EM64T	2000000000	1333	S5000PAL	Redhat EL4 update 2	Intel	Intel MPI 2.0.1	s	LS-DYNA	mpp970.6763	neon_refined	s	m	Dupont, WA	John Benninghoff	Intel	2006-05-31
4	1565	1	4	1		Intel i7 920	3	1600	CA9212i	Cent OS 5.1	ARD		s	LS-DYNA	ls971.7600	neon_refined_revised	s	s	Nagoya,Japan	Takuya Ichikawa	ARD	2009-02-12
64	1567	2	8	4	IB QDR	Intel® Xeon® E5-2680 @2.70GHz Turbo Enabled	4	1600	bullx blade system (B510)	bullx supercomputer suite AE R2.2	BULL	Platform MPI 8.2.1	s	LS-DYNA	mpp971_s_r6.0.0	3 Vehicle Collision	s	m	France	Patrice Calegari	BULL	2012-07-04
16	1568	2	1	8	Gigabit Ethernet	AMD Opteron, 2.0 GHz	6	0	e325 cluster	SuSE SLES-8	IBM		d	LS-DYNA	mpp970_5434	neon_refined	s	m	Poughkeepsie, New York, USA	Guangye Li		2004-10-15
64	1572	2	8	4	Mellanox Technologies® ConnectX-3® IB FDR	Intel Xeon E5-2680	4	1600	Dell PowerEdge R720xd	RHEL 6.2	Dell	Platform MPI 8.2	d	LS-DYNA	mpp971_s_r6.0.0	3 Vehicle Collision	s	m	Sunnyvale, CA	Pak Lui	HPC Advisory Council	2012-05-01
8	1572	2	4	1		Intel® Xeon® Quad Core X5482	2	1600	Intel SR1560SF system	Redhat5U3	Intel	Intel MPI 3.2.011	s	LS-DYNA	mpp971.R321	neon_refined_revised	s	m	Dupont, WA	Nick Meng	Intel/SSG	2009-02-13
256	1592	1	2	128	Seastar 2	AMD Dual Core Opteron 2.8 GHZ	8	0	CRAY XT4	CNL	CRAY Inc.	CRAY XT4 MPI	s	LS-DYNA	mpp971.7600.398	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2007-06-27
8	1597	2	1	4	Myrinet	Opteron, 2.4 GHz	8	0	e326	SUSE LINUX 9	IBM	mpich-gm	d	LS-DYNA	mpp970_5434a	neon_refined	s	m	Poughkeepsie, New York	Guangye Li	IBM	2005-05-03
8	1607	2	1	4	 RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-14
64	1640	2	4	8	IP95 Blades with Mellanox ConnectX IB HCA DDR Fabric OFED v1.4	Intel® Xeon® Quad Core X5570 2.93GHz Turbo Boost E	6	1066	Altix ICE8200EX	SUSE Linux Enterprise Server 10, SGI ProPack 6SP2	SGI	SGI MPT 1.23	s	LS-DYNA	ls971.R3.2	3 Vehicle Collision	s	m	Chippewa Fall, WI	Olivier Schreiber	Applications Engineering	2009-03-31
8	1647	2	1	4	Rapid Array	AMD Opteron 2.4 GHZ	4	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	neon_refined	s	m	Chippewa Falls	Ting-TIng Zhu	CRAY Inc.	2005-05-02
8	1647	2	2	2	Voltaire Infiniband DDR	Intel Xeon 5160 DC 3.0GHz (Woodcrest)	4	1333	Altix XE1200/Windows CCS	Windows CCS (Server 2003 Std x64 SP2 v5.2.3790)	SGI	MSMPI 1.0.0676.0	s	LS-DYNA	971.7600.1224	neon_refined_revised	s	m	Mountain View, Ca	Joseph Michaud	Applications Engineering	2008-03-31
8	1662	2	2	2	Silverstorm Infiniband	Intel Xeon Dual Core 5160 EM64T	3	1333	Relion 1600	Scyld ClusterWare 4	Penguin Computing	MPICH 1.2.5	d	LS-DYNA	mpp971.7600	neon_refined	s	m	San Francisco, CA, USA	Joshua Bernstein	Penguin Computing	2006-12-06
128	1684	64	2	1	NUMAlink	Intel Itanium DC Montvale 1.669Ghz	2	666	Altix 4700	SUSE Linux Enterprise Server 10, SGI ProPack 5SP3	SGI	SGI MPT 1.15	s	LS-DYNA	971R2.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2008-03-08
256	1684	2	2	64	Voltaire HCA 410Ex InfiniHost III Lx DDR, OFED v1.2	Intel 5160 Woodcrest DC 3.0GHz	2	1333	Altix 1200	SUSE Linux Enterprise Server 10 (x86_64)	SGI	Intel-MPI 3.1	s	LS-DYNA	ls971.7600.1224	3 Vehicle Collision	s	m	Mountain View, Ca	Olivier Schreiber	Applications Engineering	2007-09-21
256	1696	2	2	64	RapidArray	AMD Dual Core Opteron 2.2 GHZ	2	0	CRAY XD1	SuSE Linux 9	CRAY Inc.	CRAY XD1 MPI	s	LS-DYNA	mpp970, 5434a	3 Vehicle Collision	s	m	Chippewa Falls	Ting-Ting Zhu	CRAY Inc.	2005-09-02
16	1697	2	1	8	Gigabit Ethernet	AMD Opteron(tm) Processor 246	0	0	ClusterOnDemand	Linux	Tsunamic Technologies Inc.		d	LS-DYNA	ls970.5434a	neon_refined	s	m	http://www.clusterondemand.com	Dr. Kevin Van Workum	Tsunamic Technologies Inc.	2005-04-30
8	1709	2	2	2	Infiniband DDR, OFED 1.2	Intel Xeon Clovertown 2.66GHz	0	0	Clovertown Blades	RHEL4	Intel	MPI Connect 5.4	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Oslo, Norway	Hakon Bugge	Mellanox Technolgies, Inc./Scali, Inc.	2007-05-25
8	1711	2	4	1	GigE	Intel(r) Quad Core 3.00Ghz	2	1600	Xeon E5472	Red Hat EL4.4	"white box"	Intel 3.1.026	d	LS-DYNA	ls971.7600.1224	neon_refined_revised	s	m	Hillsboro Oregon	Tim Prince	Intel SSG	2007-11-08
64	1711	1	1	64		Intel Dual Xeon  2.2 GHz	0	0	Linux Cluster	Linux	ACT			LS-DYNA	970_3979	neon_refined			NSC, Linkoping, Sweden	Larsgunnar Nilsson	ARUP	2003-09-16
8	1714	2	2	2	QLogic InfiniPath IB	Intel Dualcore Xeon 5160 3.0 GHz	2	0	Cambridge Cluster	ClusterVisionOS	ClusterVision/Dell	QLogic MPI 2.0	s	LS-DYNA	971.7600.398	neon_refined_revised	s	m	Cambridge, UK	Kevin Ball	QLogic	2007-02-26
8	1714	2	2	2	InfiniBand DDR	Intel Dualcore Xeon 3.0 GHz DL140	2	0	CP3000/Linux	Red Hat EL 4.3	HP	HP-MPI	d	LS-DYNA	971.7600.398	neon_refined_revised	s	m	High Performance Computing Division	Yih-Yih Lin	HP	2007-01-19
16	1716	2	1	8	Voltaire InfiniBand	Intel Xeon 3.06GHz	2	266	RLX 3000ix ServerBlade	Red Hat Enterprise Linux 3 Update 3	RLX	MVAPICH	d	LS-DYNA	mpp970_5434	neon_refined	s	m	Billerica, MA	Eric Dube	Voltaire	2004-11-29
